record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.1111/plb.12847,10.1111/plb.12847,"Reproductive ecology of Ocotea catharinensis, an endangered tree species.",2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00442-017-4038-6,10.1007/s00442-017-4038-6,Reproductive ecology of a parasitic plant differs by host species: vector interactions and the maintenance of host races.,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/plb.12652,10.1111/plb.12652,Reproductive ecology of the carnivorous plant Pinguicula moranensis (Lentibulariaceae).,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1442-1984.12204,10.1111/1442-1984.12204,Reproductive ecology of three rare N orth A merican Pinguicula species,2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1371/journal.pone.0189138,10.1371/journal.pone.0189138,"Risk assessment and spread of the potentially invasive Ceratitis rosa Karsch and Ceratitis quilicii De Meyer, Mwatawala & Virgilio sp. Nov. using life-cycle simulation models: Implications for phytosanitary measures and management.",2018,"Journal Article,Research Support, Non-U.S. Gov't,Validation Study",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jee/toy101,10.1093/jee/toy101,Seasonal Reproductive Performance and Pre-diapausing Mating Status of Female Riptortus pedestris (Hemiptera: Alydidae) Collected in Fields.,2018,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2018.00860,10.3389/fpls.2018.00860,Sex-Dependent Variation of Pumpkin (Cucurbita maxima cv. Big Max) Nectar and Nectaries as Determined by Proteomics and Metabolomics.,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1194,10.1002/ajb2.1194,Skimming the surface: duckweed as a model system in ecology and evolution,2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.14418,10.1111/gcb.14418,"Spring temperature, migration chronology, and nutrient allocation to eggs in three species of arctic-nesting geese: Implications for resilience to climate warming.",2018,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2018.00033,10.3389/fpls.2018.00033,"Study on Reproductive Biology of Rhododendron longipedicellatum: A Newly Discovered and Special Threatened Plant Surviving in Limestone Habitat in Southeast Yunnan, China.",2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/nsr/nwy058,10.1093/nsr/nwy058,"The first AsiaEvo conference, connecting Asian evolutionary biologists to the world",2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.4195,10.1002/ece3.4195,Untargeted metabolic profiling reveals geography as the strongest predictor of metabolic phenotypes of a cosmopolitan weed.,2018,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/btp.12478,10.1111/btp.12478,Association between rainfall seasonality and the flowering of epiphytic plants in a Neotropical montane forest,2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.12895,10.1111/1365-2745.12895,Biological Flora of the British Isles:Neottia cordata,2017,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.12857,10.1111/1365-2745.12857,Biological Flora of the British Isles:Sorbus torminalis,2017,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/jvec.12256,10.1111/jvec.12256,"Biological parameters of interbreeding populations of Meccus phyllosomus longipennis (Usinger), 1939 (Hemiptera: Reduviidae: Triatominae) in Mexico",2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12864-017-3623-8,10.1186/s12864-017-3623-8,Comparative transcriptome analyses of flower development in four species of Achimenes (Gesneriaceae).,2017,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/een.12390,10.1111/een.12390,Comparing and contrasting life history variation in four aphid hyperparasitoids,2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.22034/jon.2017.530391,10.22034/jon.2017.530391,Determining the Pollinizer for Pecan Cultivars,2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:determining the pollinizer for pecan cultivars|2017,,Determining the Pollinizer for Pecan Cultivars,2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:disponibilidad de polen y producci n de semilla en sorgo sorghum bicolor bajo diferente proporci n de plantas macho y hembra en valles altos de m xico|2017,,Disponibilidad de polen y producción de semilla en sorgo (Sorghum bicolor) bajo diferente proporción de plantas macho y hembra en valles altos de México,2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/s41598-017-03037-9,10.1038/s41598-017-03037-9,Earlier flowering did not alter pollen limitation in an early flowering shrub under short-term experimental warming.,2017,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jxb/erx236,10.1093/jxb/erx236,Emerging roles for ROS and RNS – versatile molecules in plants,2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/jse.12274,10.1111/jse.12274,"Evolution, development, and genetics of floral display—form, size, and arrangement",2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12870-017-1019-1,10.1186/s12870-017-1019-1,Exposure to trace amounts of sulfonylurea herbicide tribenuron-methyl causes male sterility in 17 species or subspecies of cruciferous plants.,2017,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.indcrop.2017.07.013,10.1016/j.indcrop.2017.07.013,"Floral and reproductive biology of the medicinally significant rainforest tree, Fontainea picrosperma (Euphorbiaceae)",2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12864-017-4103-x,10.1186/s12864-017-4103-x,Genome-wide characterization of non-reference transposable element insertion polymorphisms reveals genetic diversity in tropical and temperate maize.,2017,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12284-017-0167-0,10.1186/s12284-017-0167-0,High Resolution Mapping of QTLs for Heat Tolerance in Rice Using a 5K SNP Array.,2017,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.2827,10.1002/ece3.2827,Influence of pollen limitation and inbreeding depression in the maintenance of incomplete dichogamy in Salvia elegans.,2017,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jxb/erx068,10.1093/jxb/erx068,Jasmonate – a blooming decade,2017,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.biocontrol.2017.12.005,10.1016/j.biocontrol.2017.12.005,Loss of coevolved basal and plastic responses to temperature may underlie trophic level host-parasitoid interactions under global change,2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10530-017-1494-1,10.1007/s10530-017-1494-1,Low interspecific pollen transfer between invasive aquatic Ludwigia grandiflora and native co-flowering plants,2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/00222933.2017.1296196,10.1080/00222933.2017.1296196,"Mating behaviour, territoriality and natural history notes ofPhyllomedusa ayeayeLutz, 1966 (Hylidae: Phyllomedusinae) in south-eastern Brazil",2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:movement ecology of female alpine ibex capra ibex influence of resources climate and reproductive constraints|2017,,"Movement ecology of female alpine ibex (Capra ibex): influence of resources, climate, and reproductive constraints",2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1371/journal.pone.0188594,10.1371/journal.pone.0188594,Multiple factors contribute to reproductive isolation between two co-existing Habenaria species (Orchidaceae),2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/phen.12206,10.1111/phen.12206,Obligate annual and successive facultative diapause establish a bet‐hedging strategy of Rhagoletis cerasi ( D iptera: T ephritidae) in seasonally unpredictable environments,2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3732/ajb.1600380,10.3732/ajb.1600380,Physiological effects of temperature do not explain prevalence of females in populations of gynodioecious Lobelia siphilitica growing in warmer climates.,2017,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jpe/rtx070,10.1093/jpe/rtx070,Plant invasions,2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5586/aa.1710,10.5586/aa.1710,Plant–insect interactions: the role of ecological stoichiometry,2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/biosci/bix033,10.1093/biosci/bix033,Remote Sensors Bring Wildlife Tracking to New Level,2017,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3897/phytokeys.76.10428,10.3897/phytokeys.76.10428,Reproductive biology and variation of nuclear ribosomal ITS and ETS sequences in the Calligonum mongolicum complex (Polygonaceae).,2017,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.17129/botsci.1019,10.17129/botsci.1019,Reproductive biology of the threatened species Furcraea parmentieri (Aspargaceae),2017,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/jeb.13095,10.1111/jeb.13095,Response of parasitoid egg load to host dynamics and implications for egg load evolution.,2017,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
